Date,Hours,NO2 > NL,NL > NO2,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5,NO3 > NO5,NO5 > NO3,NO2 > DE,DE > NO2
31-03-2021,17 - 18,723,0,0,"1166,8","1043,4",0,0,0,"385,4",0,1680,0,0,"837,4",0,"398,8",0,50,0,"1937,5",0,0,100,0,0,0
31-03-2021,18 - 19,723,0,0,"1284,4","1330,5",0,0,0,"361,2",0,1680,0,0,903,0,"383,7",0,50,0,"2057,5",0,0,100,0,0,0
31-03-2021,19 - 20,723,0,0,"1244,3","1192,7",0,0,0,"444,9",0,1680,0,0,"913,1",0,"463,5",0,50,0,"2002,2",0,0,100,0,0,0
31-03-2021,20 - 21,723,0,0,"823,7","336,9",0,0,0,"506,9",0,1680,0,0,"885,4",0,"529,5",0,50,0,"1563,4",0,0,100,0,0,0
31-03-2021,21 - 22,723,0,0,0,0,750,0,0,639,0,1680,0,0,"815,5",0,600,0,50,0,"1272,4","73,9",0,100,0,0,0
31-03-2021,22 - 23,723,0,0,0,0,750,0,0,"682,3",0,1680,0,0,"745,2",0,600,0,0,0,"1185,9","93,1",0,100,0,0,0
31-03-2021,23 - 00,723,0,0,0,0,750,0,0,"890,2",0,1680,0,0,716,0,"547,9",0,0,0,"1033,8","210,3",0,100,0,0,0
01-04-2021,00 - 01,723,0,"324,7",0,0,750,0,0,"865,8",0,1680,0,0,"496,7",0,"460,4",0,0,0,"907,6",300,0,100,0,309,0
01-04-2021,01 - 02,723,0,"391,7",0,0,750,0,0,"841,9",0,1377,0,0,"463,4",0,"443,3",0,0,0,"919,6",300,0,100,0,618,0
01-04-2021,02 - 03,723,0,438,0,0,750,0,0,790,0,"1006,3",0,0,"455,8",0,"458,6",0,0,0,"928,7",300,0,100,0,927,0
01-04-2021,03 - 04,723,0,"309,1",0,0,750,0,0,"768,5",0,"714,6",0,0,405,0,"417,7",0,0,0,"906,3",300,0,100,0,887,0
01-04-2021,04 - 05,723,0,164,0,0,750,0,0,"918,9",0,"447,8",0,0,"144,3",0,"147,8",0,0,0,859,300,0,100,0,825,0
01-04-2021,05 - 06,723,0,"204,6",0,0,750,0,0,"471,6",0,"774,8",0,0,"532,7",0,"475,7",0,50,0,"843,4",300,0,100,0,763,0
01-04-2021,06 - 07,723,0,0,"434,1","324,7",0,0,0,"546,7",0,"1374,8",0,0,507,0,"484,9",0,50,0,"1334,6",0,0,100,0,670,0
01-04-2021,07 - 08,723,0,0,1063,"1319,7",0,0,0,"537,5",0,"1205,4",0,0,"547,4",0,"527,5",0,50,0,"1826,3",0,0,100,0,639,0
01-04-2021,08 - 09,723,0,0,"1140,3",1851,0,0,0,"460,9",0,"1274,3",0,0,"540,5",0,"474,2",0,50,0,"2352,5",0,0,100,0,557,0
01-04-2021,09 - 10,723,0,0,"1059,3","1997,2",0,0,0,"341,3",0,"1391,8",0,0,"449,4",0,"377,9",0,50,0,"2623,5",0,0,100,0,526,0
01-04-2021,10 - 11,723,0,0,"1051,7","1878,2",0,0,0,"382,9",0,"1472,7",0,0,"428,7",0,"364,6",0,50,0,"2495,9",0,0,100,0,443,0
01-04-2021,11 - 12,"580,5",0,0,"1536,5","1743,4",0,0,0,"412,7",0,1200,0,0,"440,9",0,"363,7",0,50,0,"1800,4",0,0,100,0,278,0
01-04-2021,12 - 13,"146,6",0,0,"1768,7","1634,6",0,0,0,"377,6",0,600,0,0,"423,4",0,"352,2",0,50,0,"1411,6",0,0,100,0,175,0
01-04-2021,13 - 14,0,0,0,"1757,5","1447,5",0,0,0,"381,4",0,0,0,0,"361,1",0,"343,1",0,50,0,1224,0,0,100,0,0,0
01-04-2021,14 - 15,0,277,0,"940,3",0,"73,5",0,0,"399,2",0,"310,5",0,0,"341,2",0,"331,3",0,50,0,600,0,0,100,0,0,0
01-04-2021,15 - 16,104,0,0,"582,5","142,8",0,0,0,"393,5",0,"910,5",0,0,"335,4",0,"337,6",0,50,0,"1061,6",0,0,100,0,165,0
01-04-2021,16 - 17,723,0,0,"657,4","562,1",0,0,0,"407,8",0,"1510,5",0,0,"322,6",0,"355,3",0,50,0,"1337,5",0,0,100,0,175,0
01-04-2021,17 - 18,723,0,0,"345,9","214,8",0,0,0,"254,9",0,1680,0,0,"437,6",0,"437,9",0,50,0,"1333,2",0,0,100,0,392,0
01-04-2021,18 - 19,723,0,0,"462,2","367,4",0,0,0,"203,3",0,1680,0,0,"469,8",0,"455,8",0,50,0,"1361,2",0,0,100,0,629,0
01-04-2021,19 - 20,723,0,0,660,"474,5",0,0,0,"235,2",0,1680,0,0,"473,4",0,"493,6",0,50,0,"1372,3",0,0,100,0,629,0
01-04-2021,20 - 21,723,0,0,"138,4",0,"227,2",0,0,"255,8",0,1680,0,0,"472,8",0,"533,3",0,50,0,"1273,9",0,0,100,0,639,0
01-04-2021,21 - 22,723,0,"26,5",0,0,850,0,0,"343,8",0,1680,0,0,"423,9",0,"544,4",0,50,0,"844,9",300,0,100,0,794,0
01-04-2021,22 - 23,723,0,"42,5",0,0,850,0,0,"293,4",0,1680,0,0,"379,8",0,"485,7",0,0,0,"866,4",300,0,100,0,866,0
01-04-2021,23 - 00,723,0,"113,7",0,0,850,0,0,"380,9",0,1680,0,0,"276,1",0,"346,2",0,0,0,"854,2",300,0,100,0,918,0
02-04-2021,00 - 01,723,0,"73,4",0,0,750,0,0,"328,9",0,1680,0,0,"238,8",0,"203,6",0,0,0,"769,7",300,0,0,0,815,0
02-04-2021,01 - 02,723,0,"174,1",0,0,750,0,0,"308,6",0,1680,0,0,226,0,"145,7",0,0,0,"795,9",300,0,0,0,815,0
02-04-2021,02 - 03,723,0,"177,8",0,0,750,0,0,396,0,"1637,8",0,0,"125,4",0,"33,4",0,0,0,"802,3",300,0,0,0,784,0
02-04-2021,03 - 04,723,0,"116,8",0,0,750,0,0,"311,1",0,"1284,9",0,0,"215,9",0,"126,3",0,0,0,"755,6",300,0,0,0,743,0
02-04-2021,04 - 05,723,0,"25,3",0,0,750,0,0,"268,8",0,"1054,2",0,0,"259,7",0,"176,1",0,0,0,"727,5",300,0,0,0,670,0
02-04-2021,05 - 06,723,0,"102,3",0,0,750,0,0,"215,1",0,"1192,9",0,0,"275,1",0,"211,5",0,50,0,"764,6",300,0,0,0,608,0
02-04-2021,06 - 07,723,0,"75,2",0,0,750,0,0,"211,5",0,1680,0,0,304,0,"242,1",0,50,0,"847,4",300,0,0,0,526,0
02-04-2021,07 - 08,723,0,0,0,0,750,0,0,"212,1",0,"1376,5",0,0,"353,1",0,332,0,50,0,"935,2","208,9",0,0,0,505,0
02-04-2021,08 - 09,723,0,0,"82,4",0,"725,4",0,0,"251,2",0,"776,5",0,0,"365,5",0,"413,3",0,50,0,"926,7",0,0,0,0,474,0
02-04-2021,09 - 10,723,0,0,362,0,"622,4",0,0,"289,6",0,"415,3",0,0,"351,7",0,"415,1",0,50,0,854,0,0,0,0,165,0
02-04-2021,10 - 11,723,0,0,"480,1",0,"743,1",0,0,"332,8",0,41,0,0,"337,8",0,"409,2",0,50,0,"625,4",0,0,0,0,0,144
02-04-2021,11 - 12,723,0,0,"1007,9",0,750,0,0,"328,8",0,0,559,0,"347,3",0,"401,6",0,50,0,"151,9",0,0,0,0,0,453
02-04-2021,12 - 13,723,0,0,"1275,2",0,750,0,0,"481,7",0,0,1143,0,"278,2",0,"389,5",0,50,"30,6",0,0,200,0,0,0,762
02-04-2021,13 - 14,723,0,0,1618,0,750,0,250,"892,8",0,0,1143,0,0,0,"206,8",0,50,"341,1",0,0,200,0,0,0,1071
02-04-2021,14 - 15,723,0,0,"1804,8",0,750,0,250,1000,0,0,1143,"25,5",0,0,600,0,50,500,0,0,200,0,0,0,1380
02-04-2021,15 - 16,723,0,0,"1825,1",0,750,0,250,1000,0,0,1143,"6,2",0,0,600,0,50,500,0,0,200,0,0,0,1444
02-04-2021,16 - 17,"500,4",0,0,"1839,1",0,750,0,250,1000,0,0,1143,0,3,0,"359,8",0,50,500,0,0,200,0,0,0,"1175,5"
02-04-2021,17 - 18,723,0,0,"1475,6",0,750,0,"146,8","920,6",0,0,1143,0,0,0,0,0,50,"189,5",0,0,200,0,0,0,"866,5"
02-04-2021,18 - 19,723,0,0,"1085,7",0,750,0,0,"576,5",0,0,543,0,"350,9",0,"501,5",0,50,0,"51,3",0,0,0,0,0,"557,5"
02-04-2021,19 - 20,723,0,0,"647,1",0,750,0,0,"657,7",0,57,0,0,"398,1",0,"582,4",0,50,0,"411,2",0,0,0,0,0,"248,5"
02-04-2021,20 - 21,723,0,0,"286,4",0,750,0,0,"713,4",0,657,0,0,"492,6",0,600,0,50,0,"746,2",0,0,0,0,"60,5",0
02-04-2021,21 - 22,723,0,0,46,0,750,0,0,"812,8",0,"1041,4",0,0,"497,7",0,"593,8",0,50,0,"944,9",0,0,0,0,227,0
02-04-2021,22 - 23,723,0,0,114,0,750,0,0,"851,7",0,"847,3",0,0,"461,2",0,"519,5",0,0,0,"843,4",0,0,0,0,227,0
02-04-2021,23 - 00,723,0,0,"57,7",0,750,0,0,"979,6",0,"707,7",0,0,"323,6",0,338,0,0,0,"784,3",0,0,0,0,227,0
03-04-2021,00 - 01,723,0,0,0,0,750,0,"20,5",1000,0,"1260,1",0,0,"110,8",0,"33,3",0,0,0,"801,2",236,0,0,0,227,0
03-04-2021,01 - 02,104,0,0,"53,9",0,750,0,0,"974,9",0,"773,7",0,0,"47,3",0,"21,3",0,0,0,"692,1",0,0,0,0,0,0
03-04-2021,02 - 03,0,0,0,"109,2",0,750,0,"4,2",1000,0,"560,8",0,0,"8,9",0,0,0,0,0,"617,2",0,0,0,0,0,0
03-04-2021,03 - 04,0,0,0,"118,2",0,750,0,"12,9","828,3",0,"536,9",0,0,0,0,0,0,0,0,"611,8",0,0,0,0,0,0
03-04-2021,04 - 05,0,0,0,"164,8",0,750,0,0,"689,6",0,"453,5",0,0,"8,6",0,0,0,0,0,"593,8",0,0,0,0,0,0
03-04-2021,05 - 06,0,0,0,"124,7",0,750,0,0,575,0,"435,2",0,0,"68,3",0,0,0,50,0,"649,1",0,0,0,0,"130,6",0
03-04-2021,06 - 07,285,0,0,0,0,750,0,0,"436,1",0,"1035,2",0,0,"98,3",0,0,0,50,0,"831,3","185,6",0,0,0,"439,6",0
03-04-2021,07 - 08,723,0,"63,4",0,0,750,0,0,"64,5",0,"1635,2",0,0,"262,6",0,"109,6",0,50,0,"970,4",300,0,0,0,"748,6",0
03-04-2021,08 - 09,723,0,0,0,0,750,150,0,0,"22,4",1680,0,0,243,0,0,0,50,0,"1023,9","284,1",0,0,0,763,0
03-04-2021,09 - 10,723,0,0,0,0,750,150,0,0,"266,2",1257,0,0,"450,9","55,4",0,0,50,0,"1160,3","44,5",0,0,0,618,0
03-04-2021,10 - 11,619,0,0,"107,7",0,750,150,0,0,"275,1",657,0,0,"466,2","96,3",0,0,50,0,"1109,2",0,0,0,0,309,0
03-04-2021,11 - 12,0,0,0,"536,1",0,750,150,0,0,"257,3",57,0,0,"414,1","50,3",0,0,50,0,"715,9",0,0,0,0,0,0
03-04-2021,12 - 13,0,104,0,"1081,6",0,750,150,0,0,"319,2",0,543,0,"426,3","36,4",0,0,50,0,"268,5",0,0,0,0,0,309
03-04-2021,13 - 14,0,723,0,"1648,4",0,750,"149,6",0,0,0,0,1143,0,"174,8",0,0,0,50,"144,1",0,0,200,0,0,0,618
03-04-2021,14 - 15,0,723,0,"1898,2",0,750,0,0,"465,6",0,0,1143,0,"178,9",0,0,0,50,"376,3",0,0,200,0,0,0,927
03-04-2021,15 - 16,0,723,0,"1763,3",0,750,0,0,"679,4",0,0,1131,0,"22,1",0,0,0,50,"288,2",0,0,200,0,0,0,618
03-04-2021,16 - 17,0,723,0,"1385,8",0,750,0,0,"250,1",0,0,531,0,"218,8",0,0,0,50,0,0,0,"112,3",0,0,0,309
03-04-2021,17 - 18,0,104,0,"704,4",0,750,0,0,"64,7",0,69,0,0,"313,5",0,"83,3",0,50,0,508,0,0,0,0,0,0
03-04-2021,18 - 19,515,0,0,"596,4",0,750,0,0,"43,5",0,669,0,0,"307,5",0,"94,9",0,50,0,"601,1",0,0,0,0,309,0
03-04-2021,19 - 20,723,0,0,"136,4",0,750,0,0,11,0,1269,0,0,"325,5",0,"103,6",0,50,0,"987,2",0,0,0,0,618,0
03-04-2021,20 - 21,723,0,0,"121,2",0,750,0,0,0,0,1680,0,0,"298,5",0,"53,5",0,50,0,"1014,6",0,0,0,0,525,0
03-04-2021,21 - 22,723,0,0,37,0,750,0,0,"2,5",0,1680,0,0,"321,9",0,"65,7",0,50,0,"986,8",0,0,0,0,216,0
03-04-2021,22 - 23,723,0,0,0,0,750,0,0,"137,1",0,1680,0,0,"264,9",0,"3,9",0,0,0,"942,8","42,4",0,0,0,227,0
03-04-2021,23 - 00,723,0,0,0,0,750,0,0,"218,9",0,1680,0,0,"223,8",0,"12,3",0,0,0,835,"77,9",0,0,0,227,0
04-04-2021,00 - 01,723,0,"2,8",0,0,750,0,0,"232,3",0,1680,0,0,"199,8",0,"91,6",0,0,0,"799,1",300,0,0,0,536,0
04-04-2021,01 - 02,"221,7",0,"82,3",0,0,750,0,0,"265,1",0,"1520,6",0,0,155,0,"128,7",0,0,0,"814,6",300,0,0,0,845,0
04-04-2021,02 - 03,0,0,"21,8",0,0,750,0,0,"224,2",0,"1221,4",0,0,"171,9",0,203,0,0,0,"734,4",300,0,0,0,"828,2",0
04-04-2021,03 - 04,"150,2",0,0,0,0,750,0,0,279,0,851,0,0,"111,1",0,"237,5",0,0,0,"736,6","280,2",0,0,0,1021,0
04-04-2021,04 - 05,"189,5",0,0,0,0,750,0,0,"324,1",0,"573,1",0,0,"68,5",0,"272,7",0,0,0,"794,9","122,9",0,0,0,719,0
04-04-2021,05 - 06,"289,7",0,0,61,0,750,0,0,"427,6",0,"247,3",0,0,"43,8",0,"286,9",0,50,0,"765,5",0,0,0,0,410,0
04-04-2021,06 - 07,"561,8",0,0,259,0,750,0,"34,5","500,8",0,0,74,0,0,0,"272,4",0,50,0,"736,2",0,0,0,0,101,0
04-04-2021,07 - 08,723,0,0,"358,9",0,750,0,"245,6","502,7",0,0,"181,9",0,0,0,87,0,50,0,"710,8",0,0,0,0,0,208
04-04-2021,08 - 09,723,0,0,"889,6",0,750,0,"207,8","284,2",0,0,"601,1",0,0,0,"33,2",0,50,0,290,0,0,0,0,0,517
04-04-2021,09 - 10,723,0,0,"1304,7",0,750,0,"176,5","166,4",0,0,"810,3",0,0,0,26,0,50,0,"25,8",0,0,0,0,0,826
04-04-2021,10 - 11,"501,6",0,0,"1390,2",0,750,0,"152,3","219,6",0,0,1143,0,0,0,"44,6",0,50,"11,2",0,0,200,0,0,0,1135
04-04-2021,11 - 12,"148,1",0,0,1798,0,750,0,"130,9","440,3",0,0,1143,0,0,0,"124,1",0,50,"367,7",0,0,200,0,0,0,1444
04-04-2021,12 - 13,"224,2",0,0,"1771,2",0,750,0,"143,2","544,7",0,0,1143,0,0,0,"256,1",0,50,"456,5",0,0,200,0,0,0,1444
04-04-2021,13 - 14,"155,5",0,0,"1791,4",0,750,0,250,"911,1",0,0,1143,"153,5",0,0,600,0,50,500,0,0,200,0,0,0,1444
04-04-2021,14 - 15,0,"358,7",0,1804,0,750,0,250,1000,0,0,1143,200,0,0,600,0,50,500,0,0,200,0,0,0,1444
04-04-2021,15 - 16,0,723,0,"1891,4",0,750,0,250,1000,0,0,1143,200,0,0,600,0,50,500,0,0,200,0,0,0,"1220,8"
04-04-2021,16 - 17,0,723,0,"1968,5",0,750,0,250,1000,0,0,1143,200,0,0,600,0,50,500,0,0,200,0,0,0,"911,8"
04-04-2021,17 - 18,0,515,0,"1920,9",0,750,0,250,"761,2",0,0,1143,"90,3",0,0,600,0,50,500,0,0,200,0,0,0,"602,8"
04-04-2021,18 - 19,104,0,0,"1242,5",0,750,0,250,"611,9",0,0,1143,0,0,0,"142,7",0,50,0,0,0,"179,6",0,0,0,"293,8"
04-04-2021,19 - 20,723,0,0,"877,2",0,750,0,250,"642,6",0,0,1143,0,0,0,"173,4",0,50,0,"276,2",0,0,0,0,"15,2",0
04-04-2021,20 - 21,723,0,0,"903,6",0,750,0,250,"714,6",0,0,1143,0,0,0,"216,5",0,50,0,"348,1",0,0,0,0,"19,5",0
04-04-2021,21 - 22,723,0,0,"941,3",0,750,0,250,"800,7",0,0,1143,0,0,0,317,0,50,0,"304,7",0,0,0,0,0,"289,5"
04-04-2021,22 - 23,"475,4",0,0,"1257,2",0,750,0,250,1000,0,0,1143,"117,7",0,0,600,0,0,0,"36,2",0,0,0,0,0,"598,5"
04-04-2021,23 - 00,"4,8",0,0,"1695,6",0,750,0,250,1000,0,0,1143,"67,3",0,0,600,0,0,"302,4",0,0,200,0,0,0,"907,5"
05-04-2021,00 - 01,0,"126,6",0,"1747,3",0,750,0,250,1000,0,0,1143,"97,2",0,0,600,0,0,"395,7",0,0,200,0,0,0,"1216,5"
05-04-2021,01 - 02,"18,8",0,0,"1678,5",0,750,0,250,1000,0,0,1143,"72,7",0,0,600,0,0,344,0,0,200,0,0,0,1444
05-04-2021,02 - 03,0,"196,9",0,"1835,1",0,750,0,250,1000,0,0,1143,"32,8",0,0,600,0,0,"493,1",0,0,200,0,0,0,1444
05-04-2021,03 - 04,0,"250,9",0,1834,0,750,0,250,1000,0,0,1143,"24,9",0,0,600,0,0,"446,3",0,0,200,0,0,0,1444
05-04-2021,04 - 05,0,"576,1",0,"1982,3",0,750,0,250,1000,0,0,1143,"37,7",0,0,600,0,0,500,0,0,200,0,0,0,1444
05-04-2021,05 - 06,0,723,0,"2061,9",0,750,0,250,1000,0,0,1143,0,"33,2",0,600,0,50,500,0,0,200,0,0,0,1444
05-04-2021,06 - 07,0,"634,8",0,"2233,8",0,750,0,250,1000,0,0,1143,0,"64,7",0,600,0,50,500,0,0,200,0,0,0,1444
05-04-2021,07 - 08,0,"505,6",0,"2355,4",0,750,0,250,1000,0,0,1143,0,128,0,600,0,50,"462,4",0,0,200,0,0,0,1444
05-04-2021,08 - 09,0,"409,3",0,"2234,3",0,750,0,250,1000,0,0,1143,0,"105,7",0,600,0,50,"222,5",0,0,200,0,0,0,1444
05-04-2021,09 - 10,0,104,0,"1971,4",0,750,0,250,1000,0,0,1143,0,"68,5",0,"494,2",0,50,0,0,0,"157,3",0,0,0,1444
05-04-2021,10 - 11,0,723,0,"2287,9",0,750,0,250,1000,0,0,1143,0,"36,5",0,"298,4",0,50,"166,2",0,0,200,0,0,0,1444
05-04-2021,11 - 12,0,723,0,"2305,9",0,750,0,250,"931,7",0,0,1143,0,0,0,"160,9",0,50,"249,6",0,0,200,0,0,0,1444
05-04-2021,12 - 13,0,723,0,"2273,3",0,750,0,250,"930,6",0,0,1143,0,0,0,"311,3",0,50,"346,1",0,0,200,0,0,0,1444
05-04-2021,13 - 14,0,723,0,"2413,5",0,"678,6",0,250,"914,1",0,0,1143,"60,4",0,0,"289,4",0,50,500,0,0,200,0,0,0,1341
05-04-2021,14 - 15,0,723,0,2392,0,"601,9",0,250,1000,0,0,1143,"161,1",0,0,"474,1",0,50,500,0,0,200,0,0,0,1362
05-04-2021,15 - 16,0,723,0,"2412,7",0,"594,6",0,250,1000,0,0,1143,"156,6",0,0,"502,5",0,50,500,0,0,200,0,0,0,1424
05-04-2021,16 - 17,0,723,0,"2480,9",0,"570,3",0,250,1000,0,0,1143,"138,3",0,0,"542,6",0,50,500,0,0,200,0,0,0,1444
05-04-2021,17 - 18,0,"551,3",0,"2392,7",0,"722,4",0,250,"983,2",0,0,1143,"184,4",0,0,"533,4",0,50,500,0,0,200,0,0,0,1444
05-04-2021,18 - 19,"67,7",0,0,"2032,4",0,750,0,250,"783,1",0,0,1143,0,0,0,"282,8",0,50,"322,5",0,0,200,0,0,0,1444
05-04-2021,19 - 20,"686,7",0,0,"1633,3",0,750,0,"75,7","294,9",0,0,1143,0,0,0,0,0,50,0,0,0,115,0,0,0,1444
05-04-2021,20 - 21,723,0,0,"1655,5",0,750,0,0,0,0,0,1143,0,"162,8",0,"62,9",0,50,0,0,0,"78,1",0,0,0,1444
05-04-2021,21 - 22,723,0,0,"1675,1",0,750,0,0,25,0,0,1143,0,"137,4",0,"124,6",0,50,0,0,0,"62,3",0,0,0,1444
05-04-2021,22 - 23,723,0,0,"1608,1",0,750,0,"58,8",200,0,0,1143,0,0,0,0,0,0,0,0,0,"131,5",0,0,0,1444
05-04-2021,23 - 00,"552,5",0,0,"1695,9",0,750,0,250,579,0,0,1143,0,0,0,"114,6",0,0,"119,5",0,0,200,0,0,0,1444
06-04-2021,00 - 01,0,"66,5",0,"1724,7",0,750,0,250,"548,6",0,0,1143,0,0,0,52,0,0,"53,7",0,0,200,0,0,0,1444
06-04-2021,01 - 02,0,"676,7",0,"2094,2",0,750,0,"246,7","646,3",0,0,1143,0,0,0,0,0,0,500,0,0,200,0,0,0,1444
06-04-2021,02 - 03,0,"689,3",0,"2051,7",0,750,0,"214,1","987,8",0,0,1143,0,0,0,0,0,0,500,0,0,200,0,0,0,"1378,7"
06-04-2021,03 - 04,0,723,0,"1817,2",0,750,0,"173,6","804,3",0,0,1143,0,0,0,0,0,0,"261,3",0,0,200,0,0,0,"1069,7"
06-04-2021,04 - 05,0,"647,2",0,"1570,1",0,750,0,0,"828,2",0,0,1143,0,"22,4",0,0,0,0,0,0,0,114,0,0,0,"760,7"
06-04-2021,05 - 06,0,"28,2",0,"1166,9",0,750,0,0,261,0,0,"634,2",0,"520,1",0,"165,5",0,0,0,"436,2",0,0,0,0,0,"451,7"
06-04-2021,06 - 07,"590,8",0,0,800,0,231,0,0,"140,2",0,0,"34,2",0,"656,9",0,"39,4",0,0,0,"1722,2",0,200,0,0,0,"142,7"
06-04-2021,07 - 08,723,0,0,800,"346,4",0,0,0,215,0,"565,8",0,0,"671,9",0,36,0,0,0,2445,0,200,0,0,"166,3",0
06-04-2021,08 - 09,723,0,0,800,"242,5",0,0,0,"252,5",0,"1165,8",0,0,"717,7",0,"60,5",0,0,0,2500,0,200,0,0,132,0
06-04-2021,09 - 10,723,0,0,800,0,750,0,0,"261,5",0,"565,8",0,0,"738,6",0,"66,1",0,0,0,1474,0,200,0,0,0,177
06-04-2021,10 - 11,723,0,0,800,0,750,0,0,"239,9",0,0,"34,2",0,"654,3",0,65,0,0,0,"1301,4",0,200,0,0,0,486
06-04-2021,11 - 12,"249,3",0,0,800,0,750,0,0,"212,8",0,0,495,0,"489,9",0,"120,2",0,0,0,"1151,8",0,200,0,0,0,795
06-04-2021,12 - 13,0,0,0,800,0,750,0,0,"344,9",0,0,495,0,"391,2",0,"216,9",0,0,0,1065,0,200,0,0,0,1104
06-04-2021,13 - 14,"207,8",0,0,800,0,750,0,250,500,0,0,495,0,"504,1",0,600,0,0,0,"1016,2",0,200,0,0,0,1155
06-04-2021,14 - 15,"52,7",0,0,800,0,750,0,250,500,0,0,495,0,"477,9",0,600,0,0,0,"985,8",0,200,0,0,0,1031
06-04-2021,15 - 16,0,"213,9",0,800,0,750,0,250,500,0,0,495,0,"346,2",0,"380,2",0,0,0,"962,4",0,200,0,0,0,"739,6"
06-04-2021,16 - 17,0,515,0,800,0,750,0,0,"299,9",0,0,495,0,"255,9",0,"208,5",0,0,0,"953,2",0,200,0,0,0,"430,6"
06-04-2021,17 - 18,104,0,0,800,0,534,0,0,"28,8",0,"59,3",0,0,"348,4",0,"35,5",0,0,0,"1129,3",0,200,0,0,0,"121,6"
06-04-2021,18 - 19,723,0,0,800,"673,7",0,0,0,"147,4",0,"450,7",0,0,"239,5",0,"136,6",0,0,0,"2298,8",0,200,0,0,"187,4",0
06-04-2021,19 - 20,723,0,0,800,"809,6",0,0,0,"236,2",0,629,0,0,"185,9",0,"201,8",0,0,0,"2485,7",0,200,0,0,216,0
06-04-2021,20 - 21,723,0,0,800,"263,3",0,0,0,"329,9",0,"291,8",0,0,"146,5",0,"261,3",0,0,0,"2043,7",0,200,0,0,216,0
06-04-2021,21 - 22,723,0,0,800,0,"579,9",0,0,"400,3",0,"565,2",0,0,"182,1",0,"285,4",0,0,0,"1207,4",0,200,0,0,216,0
06-04-2021,22 - 23,723,0,0,800,0,750,0,0,"432,3",0,"620,2",0,0,"187,5",0,"319,6",0,0,0,"896,6",0,"110,8",0,0,227,0
06-04-2021,23 - 00,723,0,0,703,0,750,0,0,"425,3",0,"573,8",0,0,"220,2",0,"315,7",0,0,0,"831,8",0,0,0,0,227,0
07-04-2021,00 - 01,723,0,0,800,0,750,0,"206,7",500,0,42,0,0,9,0,0,0,0,0,"667,6",0,200,0,0,216,0
07-04-2021,01 - 02,723,0,0,800,0,750,0,250,500,0,"461,3",0,0,"267,4",0,"178,6",0,0,0,"555,8",0,"55,2",0,0,216,0
07-04-2021,02 - 03,723,0,0,"713,6",0,750,0,250,500,0,976,0,0,"306,3",0,"216,7",0,0,0,"591,1",0,0,0,0,216,0
07-04-2021,03 - 04,723,0,0,"604,6",0,750,0,250,500,0,"1286,5",0,0,"273,7",0,171,0,0,0,"706,8",0,0,0,0,227,0
07-04-2021,04 - 05,"244,9",0,0,"775,5",0,750,0,"76,4",500,0,1441,0,0,"192,4",0,"267,6",0,0,0,"588,2",0,0,0,0,216,0
07-04-2021,05 - 06,723,0,0,"676,7",0,750,0,0,"323,4",0,1441,0,0,"271,1",0,"284,7",0,0,0,805,0,0,0,0,227,0
07-04-2021,06 - 07,723,0,0,800,"733,5",0,0,0,"417,7",0,1404,0,0,"307,3",0,"332,5",0,0,0,2500,0,200,0,0,216,0
07-04-2021,07 - 08,723,0,0,800,"499,5",0,0,0,500,0,1404,0,0,"506,7",0,"457,5",0,0,0,2500,0,"173,1",0,0,216,0
07-04-2021,08 - 09,723,0,0,800,"343,1",0,0,0,"451,7",0,1404,0,0,"626,9",0,"314,6",0,0,0,2500,0,200,0,0,216,0
07-04-2021,09 - 10,723,0,0,800,"439,9",0,0,0,435,0,1404,0,0,"758,9",0,"197,8",0,0,0,2500,0,200,0,0,216,0
07-04-2021,10 - 11,723,0,0,800,"568,2",0,0,0,"377,2",0,1404,0,0,"760,6",0,"142,1",0,0,0,2500,0,200,0,0,206,0
07-04-2021,11 - 12,723,0,0,800,"722,4",0,0,0,"313,2",0,1404,0,0,"783,4",0,85,0,0,0,2500,0,200,0,0,206,0
07-04-2021,12 - 13,"447,7",0,0,800,"413,3",0,0,0,261,0,1404,0,0,"808,4",0,"22,1",0,0,0,"2288,4",0,200,0,0,206,0
07-04-2021,13 - 14,0,0,0,800,"113,8",0,0,0,"245,9",0,"1041,6",0,0,886,0,0,0,0,0,"1946,3",0,200,0,0,196,0
07-04-2021,14 - 15,0,0,0,800,0,"102,5",0,0,"215,5",0,"840,5",0,0,"885,7",0,0,0,0,0,"1694,7",0,200,0,0,196,0
07-04-2021,15 - 16,0,0,0,800,0,"170,3",0,0,"211,9",0,"719,8",0,0,"859,7",0,0,0,0,0,1577,0,200,0,0,196,0
07-04-2021,16 - 17,223,0,0,800,0,"101,7",0,0,"281,6",0,"1319,8",0,0,"775,4",0,"0,6",0,0,0,"1648,2",0,200,0,0,196,0
07-04-2021,17 - 18,723,0,0,800,0,"69,4",0,0,217,0,1441,0,0,"858,3",0,0,0,0,0,"1721,5",0,200,0,0,"173,2",0
07-04-2021,18 - 19,723,0,0,800,712,0,0,0,172,0,1441,0,0,"911,8",0,0,0,0,0,2500,0,200,0,0,196,0
